id,category,japanese-name,english-name,lat,lon,SiteLink,SiteLinkname,english-SiteLink,InstagramLink,InstagramLinkname,english-InstagramLinkname,FacebookLink,FacebookLinkname,english-FacebookLinkname,XLink,XLinkname,english-XLinkname
1,,道の駅しょうなん,Shonan Roadside Station,35.85765992012899,140.02231879551516,https://www.michinoeki-shonan.jp/,道の駅しょうなん公式サイト,Official website,https://www.instagram.com/michinoeki_shonan/,インスタグラム,Instagram,https://www.facebook.com/michinoeki.shonan/?locale=ja_JP,フェイスブック,Facebook,https://x.com/michieki_shonan/,X,X
